232,2,1,2,1.67529296875
403,2,333,2,1.5885009765625
752,1,486,2,-1.635498046875
269,2,257,2,2.6806640625
318,2,297,2,1.841064453125
433,2,411,2,1.75537109375
470,2,464,2,1.4232177734375
752,50,427,120,-1.7105712890625
398,128,148,183,-1.9439697265625
505,200,496,197,-1.3258056640625
539,198,524,200,-1.77294921875
75,201,46,208,-1.7164306640625
45,209,11,216,-1.7027587890625
404,223,395,227,1.36474609375
405,241,397,243,-1.637451171875
410,245,343,261,1.4193115234375
337,263,318,267,1.4388427734375
317,268,266,280,1.1331787109375
413,271,289,300,-1.8626708984375
406,292,375,299,0.9449462890625
356,296,340,297,1.09033203125
378,309,363,311,1.2886962890625
328,311,313,315,1.31201171875
363,313,347,314,-1.635498046875
420,320,407,324,-2.0103759765625
331,321,315,323,-1.8970947265625
367,323,337,331,0.9488525390625
390,328,375,333,-1.8529052734375
429,333,412,334,1.2425537109375
410,335,394,337,-1.9146728515625
395,340,377,341,1.30810546875
341,342,326,345,1.2496337890625
432,341,416,343,-1.80810546875
364,350,347,352,-1.77685546875
454,347,321,381,1.2769775390625
399,349,367,357,-1.81201171875
350,363,333,366,-1.7359619140625
484,374,330,415,-1.8411865234375
230,2,1,53,1.6119384765625
371,2,333,2,1.4700927734375
752,1,492,2,1.6041259765625
303,2,297,2,1.4193115234375
313,2,306,2,1.515869140625
397,2,373,2,1.4036865234375
752,51,527,101,-1.82177734375
471,54,466,58,0.4588623046875
2,55,1,65,0.376953125
458,72,462,65,0.4471435546875
2,96,2,190,-0.2645263671875
440,103,439,109,0.5037841796875
397,127,148,183,-1.9439697265625
602,183,596,186,-1.9420166015625
2,192,2,211,-0.1475830078125
539,197,533,199,-1.596435546875
51,207,46,208,-1.7164306640625
42,209,15,215,-2.02197265625
402,224,394,228,1.34521484375
2,244,2,264,-0.056884765625
409,245,393,248,1.35498046875
388,250,345,260,1.73388671875
338,263,318,267,1.4388427734375
317,268,266,286,0.4647216796875
410,269,288,300,-2.451416015625
2,281,2,293,-0.1534423828125
405,291,374,300,0.319091796875
353,293,339,299,0.5447998046875
379,308,365,313,1.2886962890625
349,317,361,308,-1.635498046875
327,311,313,319,0.8065185546875
332,320,317,325,-1.8970947265625
421,319,406,327,-2.5889892578125
300,332,296,320,2.8594970703125
368,321,337,332,0.9488525390625
388,328,374,336,-2.3311767578125
427,330,412,334,1.2425537109375
303,339,301,333,2.6416015625
410,333,396,339,-1.9146728515625
342,341,325,347,0.70361328125
394,338,380,344,1.30810546875
433,340,417,345,-1.19384765625
307,350,304,341,2.7332763671875
455,346,322,382,1.2867431640625
362,347,346,354,-2.35791015625
400,348,368,358,-1.23681640625
318,377,309,354,2.7684326171875
351,362,335,367,-1.7359619140625
492,371,485,373,-2.06884765625
483,374,426,389,-1.82177734375
3,53,1,3,2.7117919921875
478,36,476,42,0.4490966796875
475,43,473,48,0.571044921875
464,64,468,53,0.6783447265625
3,67,2,54,-0.035400390625
463,65,459,72,0.4510498046875
