669,1,634,1,2.7508544921875
684,1,676,1,-2.7412109375
706,1,696,1,-1.8782958984375
259,2,2,2,1.568603515625
561,3,483,2,1.34326171875
633,3,577,3,1.04150390625
695,3,686,3,1.4173583984375
724,3,707,3,1.4857177734375
750,3,727,3,1.35302734375
675,3,669,3,1.496337890625
488,11,484,6,-0.7642822265625
502,27,496,20,-0.7310791015625
523,51,508,34,-0.7115478515625
246,61,234,51,2.2296142578125
528,58,523,53,-0.7408447265625
548,83,532,63,-0.684326171875
258,74,249,65,2.3056640625
281,96,259,75,2.3636474609375
241,82,232,81,0.8748779296875
568,107,550,84,-0.684326171875
255,331,219,97,0.6724853515625
314,128,286,101,2.2257080078125
579,119,570,108,-0.655029296875
587,129,580,120,-0.690185546875
599,143,589,131,-0.7486572265625
228,153,204,156,0.619873046875
605,151,599,145,-0.686279296875
267,165,233,183,0.4705810546875
343,157,339,153,2.3870849609375
228,156,203,158,-2.470947265625
250,302,267,167,-2.451416015625
343,175,335,175,1.3822021484375
191,250,185,221,0.600341796875
242,242,217,246,-2.470947265625
242,245,217,248,0.4803466796875
249,389,86,264,-2.42822265625
541,480,2,480,-2.1966552734375
351,1,339,1,-1.9342041015625
668,1,629,1,2.5196533203125
684,1,676,1,-2.7412109375
255,3,3,3,1.4271240234375
547,3,481,3,1.5728759765625
723,3,711,3,1.5826416015625
617,3,580,3,1.5943603515625
630,3,620,3,1.5728759765625
741,3,728,3,1.68115234375
232,48,212,76,0.5447998046875
245,71,241,75,-2.02197265625
248,75,236,83,1.2445068359375
213,82,205,94,0.77197265625
203,89,86,263,0.6431884765625
204,95,198,104,0.73681640625
133,228,219,97,-2.6065673828125
197,105,193,111,0.621826171875
214,142,204,158,0.604248046875
253,153,233,185,0.5252685546875
229,155,217,171,-1.7554931640625
267,166,249,198,-2.39111328125
365,180,349,209,-2.2921142578125
208,187,196,204,1.4271240234375
182,190,159,224,0.4803466796875
261,211,271,194,1.1898193359375
3,195,3,273,0.1962890625
248,199,236,214,1.556884765625
331,203,255,331,1.1839599609375
340,203,319,240,-2.566650390625
299,220,270,269,-1.9342041015625
187,221,174,238,-2.10009765625
339,226,336,232,-2.5870361328125
228,230,217,247,-2.470947265625
335,233,246,391,-2.0123291015625
202,234,191,251,0.6627197265625
318,241,293,286,-2.564697265625
242,242,233,260,0.4901123046875
257,256,248,273,-2.5909423828125
221,277,231,260,-2.01806640625
247,274,236,290,0.5155029296875
261,285,250,302,-1.48388671875
292,287,288,295,-2.478759765625
276,315,272,323,-2.6378173828125
3,341,1,396,0.1005859375
166,480,4,480,-1.79638671875
607,154,481,4,-0.82421875
231,49,212,77,0.2410888671875
237,53,233,49,2.3466796875
247,63,239,55,2.3564453125
230,70,229,78,3.0369873046875
263,79,254,70,2.4300537109375
211,85,208,90,0.619873046875
275,90,269,85,2.3388671875
281,96,276,91,2.3636474609375
254,331,218,98,2.2120361328125
256,331,221,98,0.6724853515625
299,113,293,108,2.3636474609375
188,111,182,120,0.70556640625
309,123,300,114,2.3597412109375
178,126,169,139,0.5350341796875
323,137,317,131,2.3890380859375
168,140,87,265,-0.1846923828125
216,171,212,142,-0.999755859375
219,171,215,142,-2.494384765625
238,214,252,153,0.625732421875
351,206,364,177,-2.572509765625
207,188,198,204,0.619873046875
236,212,209,188,2.186767578125
181,191,174,238,0.0849609375
196,202,183,191,2.1136474609375
3,274,1,192,0.34765625
271,269,270,195,-2.259033203125
336,209,331,219,-2.7099609375
330,220,319,240,-2.566650390625
220,277,185,221,-0.869140625
252,302,226,231,-2.535400390625
333,237,330,243,-2.6007080078125
318,241,315,247,-2.545166015625
329,244,247,391,-2.42822265625
312,252,307,261,-2.484619140625
695,267,688,257,-0.649169921875
219,370,89,266,-0.8905029296875
304,266,301,271,-2.7587890625
300,272,297,279,-2.6729736328125
708,283,702,275,-0.690185546875
2,277,2,287,0.0810546875
292,287,289,293,-2.554931640625
723,304,718,297,-0.637451171875
2,327,2,313,0.1083984375
669,1,634,2,-1.6617431640625
686,1,678,1,-2.845947265625
176,3,2,2,1.537353515625
215,3,177,2,1.5885009765625
239,2,230,2,1.558837890625
548,3,483,3,1.570556640625
722,3,711,2,1.5924072265625
606,3,578,3,1.541259765625
629,3,618,3,1.562744140625
734,3,727,3,1.551025390625
609,156,481,4,-1.0689697265625
365,179,232,49,2.5079345703125
238,83,231,80,1.519775390625
224,92,215,83,2.2608642578125
239,101,226,89,-0.7760009765625
330,203,220,98,-0.564453125
241,108,235,102,2.2589111328125
260,121,253,115,-0.83203125
260,126,249,116,2.3251953125
276,141,271,137,2.3173828125
228,157,214,142,2.5665283203125
292,156,287,152,2.3291015625
266,169,252,153,2.5947265625
218,170,203,157,-1.7554931640625
302,166,294,158,2.3173828125
247,196,233,184,-1.5433349609375
236,214,208,188,1.4310302734375
340,202,325,188,2.7645263671875
197,202,182,190,1.2593994140625
3,271,1,192,-0.1397705078125
299,222,271,195,2.5079345703125
260,211,249,196,1.885986328125
199,239,186,221,0.5057373046875
174,238,162,222,-1.5550537109375
256,330,132,228,1.1839599609375
241,245,227,230,-0.494140625
230,260,217,247,2.0511474609375
750,339,682,249,-0.655029296875
220,277,191,251,-1.296630859375
269,269,257,256,-1.16650390625
260,289,234,257,2.5137939453125
246,391,86,263,-1.44873046875
250,302,239,286,-1.641357421875
268,311,263,319,0.5076904296875
1,396,1,339,0.2137451171875
319,480,1,457,-2.07080078125
332,480,321,480,-1.0728759765625
